year,area_code,area,gender,economically_active,working_age,percent,confidence
Jan 2014-Dec 2014,00BA,Merton,F,51200,69600,73.5,5.4
Jan 2015-Dec 2015,00BA,Merton,F,52500,69200,75.9,5.2
Jan 2016-Dec 2016,00BA,Merton,F,50700,70100,72.3,5.7
Jan 2017-Dec 2017,00BA,Merton,F,55400,69900,79.2,5.6
Jan 2018-Dec 2018,00BA,Merton,F,56300,70100,80.2,5.3
Jan 2019-Dec 2019,00BA,Merton,F,55200,70300,78.6,5.1
Jan 2005-Dec 2005,00BB,Newham,F,41600,83900,49.5,5.4
Jan 2006-Dec 2006,00BB,Newham,F,44200,85400,51.7,5.2
Jan 2007-Dec 2007,00BB,Newham,F,45000,87700,51.3,5.4
Jan 2008-Dec 2008,00BB,Newham,F,46400,90100,51.5,5.2
Jan 2009-Dec 2009,00BB,Newham,F,52000,93100,55.8,5.1
Jan 2010-Dec 2010,00BB,Newham,F,49900,100000,49.9,5.2
Jan 2011-Dec 2011,00BB,Newham,F,52300,101900,51.3,5.2
Jan 2012-Dec 2012,00BB,Newham,F,57400,103400,55.5,5.2
Jan 2013-Dec 2013,00BB,Newham,F,61600,104500,58.9,5.1
Jan 2014-Dec 2014,00BB,Newham,F,59100,105400,56.1,5.4
Jan 2015-Dec 2015,00BB,Newham,F,67800,108400,62.6,5.2
Jan 2016-Dec 2016,00BB,Newham,F,71100,111200,63.9,5.4
Jan 2017-Dec 2017,00BB,Newham,F,66900,111800,59.9,6.2
Jan 2018-Dec 2018,00BB,Newham,F,68600,111200,61.7,6.6
Jan 2019-Dec 2019,00BB,Newham,F,78500,115200,68.1,6.6
Jan 2005-Dec 2005,00BC,Redbridge,F,49200,82600,59.6,5.8
Jan 2006-Dec 2006,00BC,Redbridge,F,52700,83400,63.2,5.9
Jan 2007-Dec 2007,00BC,Redbridge,F,51100,85500,59.8,5.8
Jan 2008-Dec 2008,00BC,Redbridge,F,54100,88200,61.3,5.3
Jan 2009-Dec 2009,00BC,Redbridge,F,56900,89500,63.6,5.5
Jan 2010-Dec 2010,00BC,Redbridge,F,54400,91400,59.5,5
Jan 2011-Dec 2011,00BC,Redbridge,F,52400,90600,57.8,5.3
Jan 2012-Dec 2012,00BC,Redbridge,F,59400,92900,64,5.1
Jan 2013-Dec 2013,00BC,Redbridge,F,64300,96300,66.8,5.2
Jan 2014-Dec 2014,00BC,Redbridge,F,63400,95700,66.2,5.3
Jan 2015-Dec 2015,00BC,Redbridge,F,63000,96500,65.2,5.2
Jan 2016-Dec 2016,00BC,Redbridge,F,65200,98800,66.1,5.2
Jan 2017-Dec 2017,00BC,Redbridge,F,66400,101300,65.6,5.3
Jan 2018-Dec 2018,00BC,Redbridge,F,62200,100700,61.7,5.4
Jan 2019-Dec 2019,00BC,Redbridge,F,59500,99100,60,5.9
Jan 2005-Dec 2005,00BD,Richmond upon Thames,F,45500,61000,74.6,4.8
Jan 2006-Dec 2006,00BD,Richmond upon Thames,F,45400,62500,72.7,4.8
Jan 2007-Dec 2007,00BD,Richmond upon Thames,F,44700,62400,71.7,5
Jan 2008-Dec 2008,00BD,Richmond upon Thames,F,44300,62900,70.4,5.3
Jan 2009-Dec 2009,00BD,Richmond upon Thames,F,43400,61400,70.6,5.6
Jan 2010-Dec 2010,00BD,Richmond upon Thames,F,44800,61500,72.8,5.3
Jan 2011-Dec 2011,00BD,Richmond upon Thames,F,49000,64300,76.2,5.2
Jan 2012-Dec 2012,00BD,Richmond upon Thames,F,49400,65600,75.4,5.1
Jan 2013-Dec 2013,00BD,Richmond upon Thames,F,46800,64400,72.7,5
Jan 2014-Dec 2014,00BD,Richmond upon Thames,F,47900,63700,75.2,5
Jan 2015-Dec 2015,00BD,Richmond upon Thames,F,50800,62600,81.3,4.7
Jan 2016-Dec 2016,00BD,Richmond upon Thames,F,55900,66900,83.6,4.9
Jan 2017-Dec 2017,00BD,Richmond upon Thames,F,49300,68500,71.9,5.7
Jan 2018-Dec 2018,00BD,Richmond upon Thames,F,47600,62700,76,5.8
Jan 2019-Dec 2019,00BD,Richmond upon Thames,F,49300,63700,77.5,5.8
Jan 2005-Dec 2005,00BE,Southwark,F,53700,92600,58,5.6
Jan 2006-Dec 2006,00BE,Southwark,F,56600,94500,59.9,5.5
Jan 2007-Dec 2007,00BE,Southwark,F,61500,98200,62.6,5.3
